10,2,<,10000000000
1,14,v,3001
12,13,v,7033
6,15,^,5025
13,9,^,9038
9,7,>,10036
4,7,^,5015
7,11,>,6030
2,2,v,10000000000
3,13,>,4020
7,10,^,7031
7,13,^,7028
1,8,^,1007
2,8,<,10000000000
5,15,v,5024
10,1,>,10031
8,12,^,10000000000
13,9,<,10038
11,13,<,8032
2,2,<,10000000000
8,9,v,9033
11,15,^,5030
3,13,v,3020
11,6,v,10000000000
6,11,>,6029
9,8,v,11035
14,5,<,10000000000
4,5,v,10000000000
10,13,<,8031
3,10,v,3017
4,8,^,10000000000
1,14,^,1001
2,7,<,10000000000
11,6,>,10000000000
12,11,<,10035
15,14,<,6035
12,1,>,10000000000
14,2,<,10000000000
6,2,^,10000000000
13,8,<,10000000000
13,5,<,12042
13,15,<,6032
13,3,^,11044
10,3,v,10000000000
7,6,v,7029
8,1,<,10000000000
14,14,<,10000000000
6,12,v,10000000000
2,12,v,10000000000
6,2,>,10000000000
2,14,v,10000000000
5,8,>,10000000000
10,11,v,9035
12,10,^,10000000000
8,4,^,10000000000
3,2,v,3017
5,2,v,7021
14,9,>,10039
8,9,^,9033
7,8,^,10000000000
1,8,<,2007
9,4,<,10000000000
3,13,^,5020
9,14,^,10000000000
5,12,v,7027
7,6,<,8029
14,9,v,11039
1,4,>,2011
4,6,>,10000000000
9,7,v,11036
8,15,<,6027
15,11,v,7038
12,12,>,10000000000
11,14,v,10000000000
15,1,^,11048
2,10,v,10000000000
15,7,^,11042
5,7,<,6016
7,13,>,6028
14,15,<,6033
8,11,<,10000000000
15,13,<,6036
10,9,<,10035
2,15,>,10000000000
1,10,<,2005
14,14,>,10000000000
1,1,v,3014
1,12,v,3003
2,3,<,10000000000
12,7,<,12039
4,7,v,5015
6,14,v,10000000000
10,5,^,11039
7,11,^,7030
11,12,>,8033
11,9,>,8036
2,5,v,3011
12,5,>,10041
1,6,<,2009
3,9,>,4016
15,15,<,6034
6,10,>,10000000000
8,4,>,10000000000
5,4,>,6019
11,3,v,11034
1,3,^,1012
12,4,<,10000000000
13,14,>,10000000000
3,6,^,5013
13,5,^,11042
11,14,^,10000000000
7,11,<,8030
5,13,>,6026
13,3,<,12044
9,13,<,8030
12,2,v,10000000000
14,13,^,10000000000
1,10,^,1005
3,15,^,5022
15,8,>,12041
1,9,v,3006
12,8,^,10000000000
3,15,<,4022
10,8,v,10000000000
2,5,<,4011
10,15,<,6029
11,11,^,7034
11,3,>,12034
11,7,<,10038
14,2,>,10000000000
5,7,v,5016
6,13,<,8027
6,4,v,10000000000
2,3,v,10000000000
13,10,^,9037
12,1,v,10000000000
11,15,v,5030
12,14,v,10000000000
10,7,<,10000000000
5,8,v,10000000000
10,4,v,10000000000
4,3,>,10000000000
8,12,v,10000000000
15,7,v,11042
15,5,^,11044
8,9,>,8033
3,9,v,3016
11,2,<,12033
12,7,>,10039
5,11,^,5028
9,3,>,8028
11,1,<,12032
11,5,v,11036
6,14,<,10000000000
5,2,>,6021
4,13,^,10000000000
8,7,^,10000000000
2,13,v,10000000000
10,13,^,7031
14,4,<,10000000000
15,11,<,6038
5,3,v,7020
11,1,>,10032
1,11,v,3004
3,8,v,3015
2,6,^,10000000000
12,5,^,11041
3,11,v,3018
6,10,^,10000000000
5,10,v,10000000000
8,3,<,10027
15,7,>,10042
2,6,<,10000000000
3,4,^,3013
6,4,<,10000000000
12,6,v,10000000000
8,3,>,8027
10,7,^,10000000000
5,1,^,5022
7,4,^,9027
13,4,<,12043
15,12,v,7037
10,13,>,6031
3,14,v,3021
15,5,<,12044
4,12,v,10000000000
5,11,>,6028
11,2,^,11043
6,6,>,10000000000
13,10,>,10037
15,9,^,11040
7,4,>,8027
8,15,^,5027
2,7,>,10000000000
9,6,^,9037
9,6,<,10037
8,6,<,10000000000
4,1,<,10000000000
4,15,v,5023
1,5,^,1010
10,15,^,5029
10,1,v,11031
7,7,v,7030
6,14,^,10000000000
6,15,>,4025
11,10,v,10000000000
10,7,>,10000000000
6,1,>,6023
3,11,^,5018
14,10,v,10000000000
11,11,<,8034
9,1,>,10030
14,15,^,5033
9,10,v,10000000000
11,3,^,11042
6,12,<,10000000000
4,11,v,10000000000
13,2,^,11045
15,4,<,12045
4,12,>,10000000000
11,5,^,11040
12,15,>,4031
1,14,>,2001
3,7,^,5014
13,11,<,10036
15,13,v,7036
15,9,<,12040
9,6,>,10037
9,12,>,10000000000
12,1,<,10000000000
12,11,v,9035
11,3,<,12034
12,2,^,10000000000
6,10,<,10000000000
9,6,v,11037
6,11,<,8029
3,1,<,4016
15,8,^,11041
13,6,v,10000000000
9,15,>,4028
10,6,>,10000000000
5,2,<,6021
1,13,<,2002
7,1,^,7024
14,1,v,13047
7,8,v,10000000000
2,3,^,10000000000
15,6,v,13043
2,9,^,10000000000
3,1,v,3016
10,11,<,8035
13,4,>,12043
7,8,>,10000000000
10,9,>,8035
12,9,^,10000000000
7,15,>,4026
3,9,^,5016
8,3,v,9027
15,3,^,11046
3,9,<,4016
2,10,<,10000000000
10,8,<,10000000000
6,5,v,10000000000
12,8,>,10000000000
14,5,>,10000000000
3,1,^,3016
2,15,v,10000000000
1,12,<,2003
10,14,>,10000000000
10,15,>,4029
2,10,>,10000000000
9,1,<,10030
12,13,^,7033
4,9,<,10000000000
11,5,>,10040
13,1,v,13046
4,15,>,4023
9,13,v,7030
8,8,<,10000000000
7,14,>,10000000000
5,7,>,4016
2,7,^,10000000000
5,13,v,7026
5,4,v,7019
9,2,>,10029
5,8,^,10000000000
15,15,v,5034
14,6,v,10000000000
13,2,v,13045
7,5,<,8028
12,8,<,10000000000
15,1,v,13048
8,9,<,10033
10,1,^,11031
15,3,v,13046
3,11,>,4018
15,6,>,12043
8,4,<,10000000000
8,2,^,10000000000
10,12,<,10000000000
13,14,v,10000000000
15,1,<,12048
7,15,<,6026
4,11,<,10000000000
10,5,>,10039
1,15,v,1000
13,9,>,10038
15,8,<,12041
10,8,>,10000000000
9,7,^,9036
7,1,<,8024
12,4,^,10000000000
2,15,^,10000000000
8,6,v,10000000000
11,12,v,9033
4,2,>,10000000000
15,10,<,10000000000
1,6,^,1009
1,1,>,2014
8,5,>,10000000000
2,6,v,10000000000
15,15,>,4034
3,8,^,5015
5,13,^,5026
8,3,^,9027
11,11,v,9034
13,7,<,12040
1,11,<,2004
9,10,>,10000000000
13,10,v,11037
1,7,^,1008
1,9,^,1006
12,2,<,10000000000
9,5,>,10038
11,6,<,10000000000
11,4,<,12035
3,1,>,2016
11,10,<,10000000000
14,11,v,10000000000
12,9,>,10000000000
14,7,<,12041
8,15,v,5027
3,14,^,5021
14,8,v,10000000000
6,13,>,6027
8,11,>,10000000000
15,3,>,12046
5,3,>,6020
5,1,<,6022
3,10,^,5017
9,3,^,9028
1,3,v,3012
14,11,<,10000000000
11,8,^,9037
3,3,<,4014
4,9,v,10000000000
14,7,>,10041
9,8,<,10035
2,12,<,10000000000
14,12,v,10000000000
6,13,v,7027
12,15,v,5031
14,10,<,10000000000
6,3,^,10000000000
4,10,^,10000000000
10,4,^,10000000000
8,10,<,10000000000
7,14,v,10000000000
8,5,v,10000000000
1,10,>,2005
2,13,>,10000000000
3,2,<,4015
11,2,>,12033
8,11,^,10000000000
14,4,v,10000000000
1,2,>,2013
12,4,>,10000000000
2,14,^,10000000000
15,11,>,6038
2,4,>,10000000000
1,4,^,1011
10,2,v,10000000000
2,10,^,10000000000
2,6,>,10000000000
2,9,v,10000000000
4,4,v,10000000000
7,1,>,6024
14,8,^,10000000000
3,5,>,2012
1,5,v,3010
14,6,^,10000000000
8,8,v,10000000000
13,12,>,10000000000
7,7,^,9030
13,12,v,10000000000
10,2,^,10000000000
6,12,>,10000000000
15,12,>,6037
7,13,<,8028
13,11,v,9036
4,13,>,10000000000
4,12,^,10000000000
13,3,v,13036
12,15,^,5031
7,10,<,8031
9,13,^,7030
8,10,^,10000000000
8,11,v,10000000000
11,4,>,12035
12,7,^,11039
11,2,v,11033
8,6,>,10000000000
4,3,^,10000000000
5,6,v,7017
11,14,>,10000000000
6,8,^,10000000000
14,2,^,10000000000
14,7,v,11041
13,2,>,12045
2,13,<,10000000000
1,2,<,2013
9,13,>,6030
8,8,>,10000000000
6,8,>,10000000000
9,4,v,10000000000
11,1,v,11032
6,1,<,8023
7,7,<,8030
3,2,^,3015
6,11,^,7029
3,4,<,4013
5,11,<,6028
1,14,<,2001
3,12,v,3019
10,14,<,10000000000
2,7,v,10000000000
8,1,>,10000000000
5,10,>,10000000000
11,9,<,10036
11,5,<,12036
4,4,>,10000000000
8,2,<,10000000000
8,7,v,10000000000
7,12,v,10000000000
5,14,>,6025
5,10,<,10000000000
1,3,<,2012
10,12,v,10000000000
2,1,>,2015
12,6,>,10000000000
5,13,<,6026
5,15,<,6024
15,1,>,12048
5,12,>,6027
15,14,v,7035
3,6,v,3013
12,13,>,6033
5,6,^,5017
15,10,>,10000000000
3,4,>,4013
12,5,v,11041
15,4,^,11045
1,11,^,1004
5,15,>,4024
2,5,>,2011
3,12,>,4019
14,1,>,12047
10,3,>,10000000000
9,9,>,8034
4,6,v,10000000000
10,6,v,10000000000
10,3,<,10000000000
5,2,^,5021
11,14,<,10000000000
2,3,>,10000000000
5,1,>,6022
12,2,>,10000000000
13,7,^,11040
7,10,v,9031
12,13,<,8033
6,2,v,10000000000
15,13,>,6036
4,2,v,10000000000
4,3,<,10000000000
3,14,>,4021
12,15,<,6031
14,14,v,10000000000
4,13,v,10000000000
10,12,^,10000000000
14,6,>,10000000000
13,15,>,4032
9,12,<,10000000000
5,12,<,6027
15,2,^,11047
3,12,<,4019
5,15,^,5024
6,1,v,7023
14,10,>,10000000000
13,1,<,12046
8,6,^,10000000000
9,11,^,9036
9,2,^,9029
14,10,^,10000000000
1,4,v,3011
14,4,>,10000000000
10,4,<,10000000000
4,4,^,10000000000
1,2,^,1013
2,4,v,10000000000
15,10,v,10000000000
5,4,<,6019
14,12,^,10000000000
2,5,^,3011
15,10,^,10000000000
10,1,<,12031
3,5,<,4012
3,2,>,4015
3,15,v,3022
10,10,>,10000000000
12,3,^,13035
9,11,v,9036
5,9,v,9034
14,12,>,10000000000
2,9,>,10000000000
6,7,v,10000000000
7,14,<,10000000000
6,7,>,10000000000
13,13,<,8034
8,8,^,10000000000
10,14,^,10000000000
5,9,<,8034
8,2,>,10000000000
7,6,>,8029
12,5,<,12041
13,5,>,10042
9,11,<,8036
2,11,v,10000000000
12,10,>,10000000000
6,4,^,10000000000
3,5,^,3012
13,6,>,10000000000
9,5,v,11038
6,4,>,10000000000
10,2,>,10000000000
14,3,v,10000000000
11,7,v,11038
11,13,^,7032
1,13,^,1002
11,4,^,11041
4,2,<,10000000000
4,10,v,10000000000
2,8,v,10000000000
12,3,<,12045
3,3,^,3014
1,3,>,2012
5,4,^,5019
12,3,>,12035
9,10,^,10000000000
8,15,>,4027
7,2,^,9025
10,6,^,10000000000
11,15,>,4030
5,9,>,10034
10,12,>,10000000000
15,9,v,11040
4,4,<,10000000000
12,6,<,10000000000
1,13,>,2002
2,4,^,10000000000
5,14,v,7025
7,4,<,8027
14,5,v,10000000000
1,5,<,2010
14,5,^,10000000000
4,8,<,10000000000
10,15,v,5029
4,11,^,10000000000
12,11,^,9035
7,10,>,8031
7,9,^,7032
1,8,>,2007
6,8,<,10000000000
12,12,<,10000000000
8,14,^,10000000000
8,2,v,10000000000
6,13,^,7027
13,4,v,13037
15,14,^,5035
14,13,>,10000000000
6,15,v,5025
14,15,>,4033
9,15,^,5028
3,8,>,4015
4,9,>,10000000000
14,2,v,10000000000
1,15,^,1000
7,12,<,10000000000
9,9,^,9034
7,9,v,9032
11,9,v,9036
13,5,v,11042
7,4,v,7027
13,3,>,12036
2,1,v,3015
2,2,>,10000000000
2,8,>,10000000000
10,11,>,10035
6,5,<,10000000000
3,3,v,3018
13,11,>,8036
1,9,>,2006
4,1,>,10000000000
15,14,>,6035
8,14,<,10000000000
9,4,>,10000000000
6,5,>,10000000000
6,1,^,7023
9,2,v,11029
8,13,v,7029
4,9,^,10000000000
3,11,<,4018
11,8,v,11037
12,14,>,10000000000
3,10,<,4017
13,7,>,10040
6,7,^,10000000000
4,7,>,4015
13,1,>,12046
7,3,v,7026
8,13,<,8029
14,7,^,11041
11,4,v,11035
13,15,^,5032
6,7,<,10000000000
14,9,^,11039
8,12,<,10000000000
11,12,^,7033
4,3,v,10000000000
6,3,>,10000000000
2,1,<,4015
4,11,>,10000000000
1,15,<,2000
14,4,^,10000000000
15,2,v,13047
5,14,^,5025
6,12,^,10000000000
12,6,^,10000000000
8,5,^,10000000000
3,7,<,4014
11,10,>,10000000000
13,6,^,10000000000
5,5,<,6018
14,6,<,10000000000
8,1,v,10000000000
14,8,>,10000000000
7,5,>,8028
7,11,v,7030
4,12,<,10000000000
1,1,^,1014
1,6,v,3009
14,1,^,13047
1,7,<,2008
11,9,^,9036
13,10,<,10037
7,3,^,9026
11,15,<,6030
14,11,^,10000000000
8,7,>,10000000000
7,12,^,10000000000
4,14,^,10000000000
9,14,<,10000000000
10,10,v,10000000000
9,15,v,5028
9,5,^,9038
1,12,^,1003
14,3,^,10000000000
2,14,<,10000000000
6,2,<,10000000000
3,6,>,4013
1,15,>,0
3,14,<,4021
4,7,<,6015
12,8,v,10000000000
2,4,<,10000000000
11,10,^,10000000000
13,15,v,5032
7,3,>,8026
2,9,<,10000000000
4,1,^,10000000000
10,6,<,10000000000
8,7,<,10000000000
13,14,^,10000000000
9,9,<,10034
13,8,^,10000000000
3,12,^,5019
7,5,v,7028
2,8,^,10000000000
6,15,<,6025
6,11,v,7029
2,12,>,10000000000
1,2,v,3013
13,13,>,6034
12,14,<,10000000000
9,14,>,10000000000
15,5,v,13044
12,11,>,8035
2,15,<,10000000000
12,10,v,10000000000
5,11,v,7028
9,9,v,9034
7,5,^,9028
6,6,v,10000000000
15,15,^,5034
6,8,v,10000000000
10,11,^,9035
1,9,<,2006
2,13,^,10000000000
15,4,v,13045
7,9,>,8032
1,1,<,2014
1,11,>,2004
